From,To,domain,label,TTL
10.5.82.1,192.168.41.149,miniclip.com,1,3
192.168.41.149,103.232.241.70,miniclip.com,1,4
103.232.241.70,103.232.241.2,miniclip.com,1,5
103.232.241.2,10.119.254.121,miniclip.com,1,6
10.119.254.121,10.160.24.5,miniclip.com,1,7
10.160.24.5,10.255.221.33,miniclip.com,1,8
10.255.221.33,115.247.100.29,miniclip.com,1,9
115.247.100.29,18.155.49.56,miniclip.com,1,17
192.168.31.1,10.5.82.1,notdoppler.com,1,2
10.5.82.1,192.168.41.149,notdoppler.com,1,3
192.168.41.149,103.232.241.70,notdoppler.com,1,4
103.232.241.70,10.119.254.121,notdoppler.com,1,6
10.119.254.121,10.160.24.5,notdoppler.com,1,7
10.160.24.5,10.255.221.33,notdoppler.com,1,8
10.255.221.33,115.247.100.29,notdoppler.com,1,9
115.247.100.29,49.44.187.49,notdoppler.com,1,11
49.44.187.49,104.22.29.219,notdoppler.com,1,12
192.168.31.1,10.5.82.1,guinnessworldrecords.com,1,2
10.5.82.1,192.168.41.149,guinnessworldrecords.com,1,3
192.168.41.149,103.232.241.70,guinnessworldrecords.com,1,4
103.232.241.70,103.232.241.2,guinnessworldrecords.com,1,5
103.232.241.2,10.119.254.121,guinnessworldrecords.com,1,6
10.119.254.121,10.160.24.5,guinnessworldrecords.com,1,7
10.160.24.5,10.255.222.33,guinnessworldrecords.com,1,8
10.255.222.33,18.155.49.127,guinnessworldrecords.com,1,17
192.168.31.1,10.5.82.1,fearp.usp.br,1,2
10.5.82.1,192.168.41.149,fearp.usp.br,1,3
192.168.41.149,103.232.241.70,fearp.usp.br,1,4
103.232.241.70,103.232.241.2,fearp.usp.br,1,5
103.232.241.2,10.119.254.121,fearp.usp.br,1,6
10.119.254.121,10.160.24.5,fearp.usp.br,1,7
10.160.24.5,10.255.232.201,fearp.usp.br,1,8
10.255.232.201,180.149.48.18,fearp.usp.br,1,9
180.149.48.18,180.149.48.2,fearp.usp.br,1,10
180.149.48.2,180.149.48.13,fearp.usp.br,1,11
180.149.48.13,163.253.1.116,fearp.usp.br,1,12
163.253.1.116,163.253.1.9,fearp.usp.br,1,13
163.253.1.9,163.253.1.135,fearp.usp.br,1,14
163.253.1.135,163.253.1.104,fearp.usp.br,1,15
163.253.1.104,163.253.2.33,fearp.usp.br,1,16
163.253.2.33,64.57.28.62,fearp.usp.br,1,17
64.57.28.62,200.143.252.26,fearp.usp.br,1,18
200.143.252.26,170.79.213.46,fearp.usp.br,1,19
170.79.213.46,170.79.213.3,fearp.usp.br,1,20
170.79.213.3,170.79.214.109,fearp.usp.br,1,21
170.79.214.109,143.107.0.184,fearp.usp.br,1,22
143.107.0.184,143.107.0.14,fearp.usp.br,1,23
143.107.0.14,143.107.159.1,fearp.usp.br,1,24
143.107.159.1,143.107.159.94,fearp.usp.br,1,25
143.107.159.94,143.107.205.12,fearp.usp.br,1,26
192.168.31.1,10.5.82.1,facebook.com,1,2
10.5.82.1,192.168.41.149,facebook.com,1,3
192.168.41.149,103.232.241.70,facebook.com,1,4
103.232.241.70,103.232.241.2,facebook.com,1,5
103.232.241.2,10.119.254.121,facebook.com,1,6
10.119.254.121,10.160.24.5,facebook.com,1,7
10.160.24.5,10.152.7.214,facebook.com,1,9
10.152.7.214,10.152.7.233,facebook.com,1,10
10.152.7.233,157.240.66.204,facebook.com,1,11
157.240.66.204,157.240.35.63,facebook.com,1,12
157.240.35.63,157.240.38.141,facebook.com,1,13
157.240.38.141,157.240.16.35,facebook.com,1,14
192.168.31.1,10.5.82.1,instagram.com,1,2
10.5.82.1,192.168.41.149,instagram.com,1,3
192.168.41.149,103.232.241.70,instagram.com,1,4
103.232.241.70,103.232.241.2,instagram.com,1,5
103.232.241.2,10.119.254.121,instagram.com,1,6
10.119.254.121,10.160.24.5,instagram.com,1,7
10.160.24.5,10.152.7.38,instagram.com,1,9
10.152.7.38,157.240.68.238,instagram.com,1,10
157.240.68.238,157.240.44.31,instagram.com,1,11
157.240.44.31,157.240.38.255,instagram.com,1,12
157.240.38.255,157.240.16.174,instagram.com,1,13
10.2.0.1,109.236.95.226,google.com,2,3
109.236.95.226,109.236.95.108,google.com,2,4
109.236.95.108,72.14.195.126,google.com,2,5
72.14.195.126,108.170.241.161,google.com,2,6
108.170.241.161,172.253.71.201,google.com,2,7
172.253.71.201,142.251.36.14,google.com,2,8
10.2.0.1,190.2.138.2,youtube.com,2,2
190.2.138.2,109.236.95.224,youtube.com,2,3
109.236.95.224,109.236.95.108,youtube.com,2,4
109.236.95.108,72.14.195.126,youtube.com,2,5
72.14.195.126,108.170.241.193,youtube.com,2,6
108.170.241.193,172.253.66.185,youtube.com,2,7
172.253.66.185,216.58.208.110,youtube.com,2,8
10.2.0.1,190.2.138.2,ed.ac.uk,2,2
190.2.138.2,109.236.95.224,ed.ac.uk,2,3
109.236.95.224,109.236.95.108,ed.ac.uk,2,4
109.236.95.108,5.56.21.189,ed.ac.uk,2,5
5.56.21.189,80.255.15.166,ed.ac.uk,2,6
80.255.15.166,195.66.224.15,ed.ac.uk,2,7
195.66.224.15,146.97.35.169,ed.ac.uk,2,8
146.97.35.169,146.97.33.62,ed.ac.uk,2,9
146.97.33.62,146.97.33.29,ed.ac.uk,2,10
146.97.33.29,146.97.33.49,ed.ac.uk,2,11
146.97.33.49,146.97.33.57,ed.ac.uk,2,12
146.97.33.57,146.97.38.38,ed.ac.uk,2,13
146.97.38.38,146.97.74.34,ed.ac.uk,2,14
146.97.74.34,146.97.156.78,ed.ac.uk,2,15
146.97.156.78,192.41.103.209,ed.ac.uk,2,16
192.41.103.209,129.215.97.20,ed.ac.uk,2,19
10.2.0.1,190.2.138.3,harvard.edu,2,2
190.2.138.3,109.236.95.230,harvard.edu,2,3
109.236.95.230,109.236.95.173,harvard.edu,2,4
109.236.95.173,195.22.213.126,harvard.edu,2,5
195.22.213.126,93.186.128.57,harvard.edu,2,6
93.186.128.57,195.22.205.9,harvard.edu,2,7
195.22.205.9,151.101.66.133,harvard.edu,2,8
10.2.0.1,190.2.138.3,delugerpg.com,2,2
190.2.138.3,109.236.95.226,delugerpg.com,2,3
109.236.95.226,109.236.95.108,delugerpg.com,2,4
109.236.95.108,141.101.65.52,delugerpg.com,2,5
141.101.65.52,172.71.100.4,delugerpg.com,2,6
172.71.100.4,104.26.3.57,delugerpg.com,2,7
10.2.0.1,190.2.138.3,friv.com,2,2
190.2.138.3,109.236.95.226,friv.com,2,3
109.236.95.226,154.54.57.253,friv.com,2,5
154.54.57.253,154.54.42.85,friv.com,2,6
154.54.42.85,154.54.40.110,friv.com,2,7
154.54.40.110,154.54.30.66,friv.com,2,8
154.54.30.66,38.122.62.10,friv.com,2,9
38.122.62.10,173.208.126.45,friv.com,2,10
173.208.126.45,207.244.69.244,friv.com,2,11
10.2.0.1,190.2.138.3,kongregate.com,2,2
190.2.138.3,109.236.95.226,kongregate.com,2,3
109.236.95.226,109.236.95.108,kongregate.com,2,4
109.236.95.108,80.249.210.100,kongregate.com,2,5
80.249.210.100,52.93.113.177,kongregate.com,2,6
52.93.113.177,52.93.113.239,kongregate.com,2,7
52.93.113.239,13.227.219.24,kongregate.com,2,13
10.2.0.1,190.2.138.2,miniclip.com,2,2
190.2.138.2,109.236.95.224,miniclip.com,2,3
109.236.95.224,109.236.95.167,miniclip.com,2,4
109.236.95.167,80.249.210.100,miniclip.com,2,5
80.249.210.100,52.93.113.187,miniclip.com,2,6
52.93.113.187,52.93.0.153,miniclip.com,2,7
52.93.0.153,52.93.112.223,miniclip.com,2,16
52.93.112.223,18.65.39.98,miniclip.com,2,17
10.2.0.1,190.2.138.3,notdoppler.com,2,2
190.2.138.3,109.236.95.230,notdoppler.com,2,3
109.236.95.230,109.236.95.106,notdoppler.com,2,4
109.236.95.106,141.101.65.52,notdoppler.com,2,5
141.101.65.52,172.71.96.4,notdoppler.com,2,6
172.71.96.4,104.22.29.219,notdoppler.com,2,7
10.2.0.1,190.2.138.2,guinnessworldrecords.com,2,2
190.2.138.2,109.236.95.228,guinnessworldrecords.com,2,3
109.236.95.228,109.236.95.106,guinnessworldrecords.com,2,4
109.236.95.106,80.249.210.100,guinnessworldrecords.com,2,5
80.249.210.100,52.93.113.185,guinnessworldrecords.com,2,6
52.93.113.185,52.93.0.137,guinnessworldrecords.com,2,7
52.93.0.137,18.239.94.48,guinnessworldrecords.com,2,17
10.2.0.1,190.2.138.2,fearp.usp.br,2,2
190.2.138.2,109.236.95.224,fearp.usp.br,2,3
109.236.95.224,154.54.39.217,fearp.usp.br,2,5
154.54.39.217,154.54.30.185,fearp.usp.br,2,6
154.54.30.185,154.54.40.106,fearp.usp.br,2,7
154.54.40.106,154.54.7.158,fearp.usp.br,2,8
154.54.7.158,154.54.24.146,fearp.usp.br,2,9
154.54.24.146,154.54.88.226,fearp.usp.br,2,10
154.54.88.226,38.88.165.74,fearp.usp.br,2,11
38.88.165.74,200.143.255.90,fearp.usp.br,2,12
200.143.255.90,170.79.214.109,fearp.usp.br,2,13
170.79.214.109,143.107.0.184,fearp.usp.br,2,14
143.107.0.184,143.107.0.14,fearp.usp.br,2,15
143.107.0.14,143.107.159.1,fearp.usp.br,2,16
143.107.159.1,143.107.159.94,fearp.usp.br,2,17
143.107.159.94,143.107.205.12,fearp.usp.br,2,18
10.2.0.1,190.2.138.3,facebook.com,2,2
190.2.138.3,109.236.95.226,facebook.com,2,3
109.236.95.226,109.236.95.108,facebook.com,2,4
109.236.95.108,157.240.70.60,facebook.com,2,5
157.240.70.60,129.134.47.194,facebook.com,2,6
129.134.47.194,129.134.48.53,facebook.com,2,7
129.134.48.53,173.252.67.137,facebook.com,2,8
173.252.67.137,157.240.247.35,facebook.com,2,9
10.2.0.1,190.2.138.2,instagram.com,2,2
190.2.138.2,109.236.95.224,instagram.com,2,3
109.236.95.224,109.236.95.108,instagram.com,2,4
109.236.95.108,157.240.70.60,instagram.com,2,5
157.240.70.60,129.134.47.194,instagram.com,2,6
129.134.47.194,129.134.48.47,instagram.com,2,7
129.134.48.47,173.252.67.121,instagram.com,2,8
173.252.67.121,157.240.247.174,instagram.com,2,9
10.2.0.1,37.19.199.156,google.com,3,2
37.19.199.156,185.229.188.174,google.com,3,3
185.229.188.174,62.115.191.217,google.com,3,4
62.115.191.217,72.14.204.154,google.com,3,5
72.14.204.154,142.250.63.91,google.com,3,6
142.250.63.91,142.250.224.245,google.com,3,7
142.250.224.245,172.217.165.142,google.com,3,8
10.2.0.1,37.19.199.156,youtube.com,3,2
37.19.199.156,185.229.188.174,youtube.com,3,3
185.229.188.174,62.115.191.217,youtube.com,3,4
62.115.191.217,72.14.204.154,youtube.com,3,5
72.14.204.154,142.251.66.217,youtube.com,3,6
142.251.66.217,216.239.40.167,youtube.com,3,7
216.239.40.167,142.251.40.206,youtube.com,3,8
10.2.0.1,37.19.199.156,ed.ac.uk,3,2
37.19.199.156,185.229.188.174,ed.ac.uk,3,3
185.229.188.174,62.115.191.217,ed.ac.uk,3,4
62.115.191.217,62.115.143.14,ed.ac.uk,3,5
62.115.143.14,62.115.120.239,ed.ac.uk,3,7
62.115.120.239,62.115.175.131,ed.ac.uk,3,8
62.115.175.131,146.97.35.197,ed.ac.uk,3,9
146.97.35.197,146.97.33.2,ed.ac.uk,3,10
146.97.33.2,146.97.33.22,ed.ac.uk,3,11
146.97.33.22,146.97.33.42,ed.ac.uk,3,12
146.97.33.42,146.97.33.54,ed.ac.uk,3,13
146.97.33.54,146.97.38.38,ed.ac.uk,3,14
146.97.38.38,146.97.74.34,ed.ac.uk,3,15
146.97.74.34,146.97.156.78,ed.ac.uk,3,16
146.97.156.78,192.41.103.209,ed.ac.uk,3,17
192.41.103.209,129.215.97.20,ed.ac.uk,3,20
10.2.0.1,37.19.199.156,harvard.edu,3,2
37.19.199.156,185.229.188.170,harvard.edu,3,3
185.229.188.170,154.54.3.125,harvard.edu,3,5
154.54.3.125,154.54.90.58,harvard.edu,3,6
154.54.90.58,38.104.44.122,harvard.edu,3,7
38.104.44.122,151.101.66.133,harvard.edu,3,8
10.2.0.1,37.19.199.156,delugerpg.com,3,2
37.19.199.156,185.229.188.170,delugerpg.com,3,3
185.229.188.170,185.229.188.169,delugerpg.com,3,4
185.229.188.169,45.134.215.17,delugerpg.com,3,5
45.134.215.17,162.158.156.5,delugerpg.com,3,6
162.158.156.5,104.26.3.57,delugerpg.com,3,7
10.2.0.1,37.19.199.156,friv.com,3,2
37.19.199.156,185.229.188.174,friv.com,3,3
185.229.188.174,38.104.72.1,friv.com,3,4
38.104.72.1,154.54.3.125,friv.com,3,5
154.54.3.125,154.54.40.110,friv.com,3,6
154.54.40.110,154.54.30.66,friv.com,3,7
154.54.30.66,38.122.62.10,friv.com,3,8
38.122.62.10,173.208.126.45,friv.com,3,9
173.208.126.45,207.244.69.244,friv.com,3,10
10.2.0.1,37.19.199.156,kongregate.com,3,2
37.19.199.156,185.229.188.174,kongregate.com,3,3
185.229.188.174,96.87.9.185,kongregate.com,3,4
96.87.9.185,96.110.34.53,kongregate.com,3,5
96.110.34.53,68.86.86.86,kongregate.com,3,6
68.86.86.86,68.86.83.181,kongregate.com,3,7
68.86.83.181,96.110.37.65,kongregate.com,3,8
96.110.37.65,96.110.36.130,kongregate.com,3,9
96.110.36.130,50.242.150.106,kongregate.com,3,10
50.242.150.106,18.238.4.118,kongregate.com,3,17
10.2.0.1,37.19.199.157,miniclip.com,3,2
37.19.199.157,185.229.188.172,miniclip.com,3,3
185.229.188.172,75.149.231.93,miniclip.com,3,4
75.149.231.93,96.110.34.49,miniclip.com,3,5
96.110.34.49,68.86.86.82,miniclip.com,3,6
68.86.86.82,68.86.83.181,miniclip.com,3,7
68.86.83.181,96.110.37.65,miniclip.com,3,8
96.110.37.65,96.110.36.130,miniclip.com,3,9
96.110.36.130,50.242.150.106,miniclip.com,3,10
50.242.150.106,52.93.60.223,miniclip.com,3,11
52.93.60.223,13.224.214.22,miniclip.com,3,18
10.2.0.1,37.19.199.156,notdoppler.com,3,2
37.19.199.156,185.229.188.174,notdoppler.com,3,3
185.229.188.174,45.134.215.17,notdoppler.com,3,4
45.134.215.17,162.158.156.5,notdoppler.com,3,5
162.158.156.5,172.67.22.126,notdoppler.com,3,6
10.2.0.1,37.19.199.156,guinnessworldrecords.com,3,2
37.19.199.156,185.229.188.174,guinnessworldrecords.com,3,3
185.229.188.174,50.220.200.185,guinnessworldrecords.com,3,4
50.220.200.185,96.110.34.57,guinnessworldrecords.com,3,5
96.110.34.57,68.86.86.90,guinnessworldrecords.com,3,6
68.86.86.90,68.86.83.177,guinnessworldrecords.com,3,7
68.86.83.177,96.110.37.69,guinnessworldrecords.com,3,8
96.110.37.69,96.110.36.134,guinnessworldrecords.com,3,9
96.110.36.134,23.30.207.38,guinnessworldrecords.com,3,10
23.30.207.38,13.224.214.79,guinnessworldrecords.com,3,18
10.2.0.1,37.19.199.156,fearp.usp.br,3,2
37.19.199.156,185.229.188.174,fearp.usp.br,3,3
185.229.188.174,38.104.72.1,fearp.usp.br,3,4
38.104.72.1,154.54.3.9,fearp.usp.br,3,5
154.54.3.9,154.54.40.106,fearp.usp.br,3,6
154.54.40.106,154.54.7.158,fearp.usp.br,3,7
154.54.7.158,154.54.24.146,fearp.usp.br,3,8
154.54.24.146,154.54.88.226,fearp.usp.br,3,9
154.54.88.226,38.88.165.74,fearp.usp.br,3,10
38.88.165.74,200.143.255.90,fearp.usp.br,3,11
200.143.255.90,170.79.214.109,fearp.usp.br,3,12
170.79.214.109,143.107.0.184,fearp.usp.br,3,13
143.107.0.184,143.107.0.10,fearp.usp.br,3,14
143.107.0.10,143.107.22.245,fearp.usp.br,3,15
143.107.22.245,143.107.159.1,fearp.usp.br,3,16
143.107.159.1,143.107.159.94,fearp.usp.br,3,17
143.107.159.94,143.107.205.12,fearp.usp.br,3,18
10.2.0.1,37.19.199.156,facebook.com,3,2
37.19.199.156,185.229.188.170,facebook.com,3,3
185.229.188.170,185.229.188.169,facebook.com,3,4
185.229.188.169,157.240.75.4,facebook.com,3,5
157.240.75.4,157.240.103.104,facebook.com,3,6
157.240.103.104,157.240.107.173,facebook.com,3,7
157.240.107.173,157.240.38.149,facebook.com,3,8
157.240.38.149,31.13.71.36,facebook.com,3,9
10.2.0.1,37.19.199.157,instagram.com,3,2
37.19.199.157,185.229.188.172,instagram.com,3,3
185.229.188.172,185.229.188.169,instagram.com,3,4
185.229.188.169,157.240.75.4,instagram.com,3,5
157.240.75.4,157.240.103.100,instagram.com,3,6
157.240.103.100,157.240.107.95,instagram.com,3,7
157.240.107.95,157.240.38.191,instagram.com,3,8
157.240.38.191,31.13.71.174,instagram.com,3,9
192.168.1.1,223.230.16.1,google.com,4,2
223.230.16.1,182.71.238.93,google.com,4,3
182.71.238.93,182.79.142.218,google.com,4,4
182.79.142.218,72.14.205.196,google.com,4,5
72.14.205.196,142.250.228.186,google.com,4,7
142.250.228.186,108.170.253.121,google.com,4,8
108.170.253.121,142.250.56.38,google.com,4,9
142.250.56.38,108.170.248.193,google.com,4,10
108.170.248.193,142.250.214.109,google.com,4,11
142.250.214.109,142.250.214.107,google.com,4,12
142.250.214.107,142.250.183.14,google.com,4,13
192.168.1.1,223.230.16.1, harvard.edu,4,2
223.230.16.1,59.144.94.157, harvard.edu,4,3
59.144.94.157,182.79.142.189, harvard.edu,4,4
182.79.142.189,182.79.245.155, harvard.edu,4,5
182.79.245.155,151.101.130.133, harvard.edu,4,21
192.168.1.1,223.230.16.1,ed.ac.uk ,4,2
223.230.16.1,182.71.238.101,ed.ac.uk ,4,3
182.71.238.101,182.79.134.141,ed.ac.uk ,4,4
182.79.134.141,94.31.40.4,ed.ac.uk ,4,5
94.31.40.4,195.66.224.15,ed.ac.uk ,4,10
195.66.224.15,146.97.35.169,ed.ac.uk ,4,11
146.97.35.169,146.97.33.62,ed.ac.uk ,4,12
146.97.33.62,146.97.33.29,ed.ac.uk ,4,13
146.97.33.29,129.215.97.67,ed.ac.uk ,4,26
192.168.1.1,223.230.16.1,fearp.usp.br ,4,2
223.230.16.1,182.71.238.93,fearp.usp.br ,4,3
182.71.238.93,116.119.35.48,fearp.usp.br ,4,4
116.119.35.48,185.1.226.223,fearp.usp.br ,4,5
185.1.226.223,206.41.108.51,fearp.usp.br ,4,6
206.41.108.51,200.143.252.26,fearp.usp.br ,4,7
200.143.252.26,170.79.213.46,fearp.usp.br ,4,8
170.79.213.46,143.107.205.12,fearp.usp.br ,4,25
192.168.1.1,223.230.16.1,youtube.com ,4,2
223.230.16.1,202.56.234.81,youtube.com ,4,3
202.56.234.81,142.250.169.206,youtube.com ,4,5
142.250.169.206,209.85.251.159,youtube.com ,4,6
209.85.251.159,108.170.253.119,youtube.com ,4,7
108.170.253.119,142.250.212.0,youtube.com ,4,8
142.250.212.0,108.170.248.209,youtube.com ,4,9
108.170.248.209,142.250.228.51,youtube.com ,4,10
142.250.228.51,172.217.174.78,youtube.com ,4,11
192.168.1.1,223.230.16.1,facebook.com ,4,2
223.230.16.1,202.56.234.81,facebook.com ,4,3
202.56.234.81,116.119.94.26,facebook.com ,4,4
116.119.94.26,157.240.68.40,facebook.com ,4,5
157.240.68.40,129.134.101.67,facebook.com ,4,6
129.134.101.67,157.240.38.183,facebook.com ,4,7
157.240.38.183,157.240.228.35,facebook.com ,4,8
192.168.1.1,223.230.16.1,instagram.com,4,2
223.230.16.1,182.71.238.101,instagram.com,4,3
182.71.238.101,182.79.141.174,instagram.com,4,4
182.79.141.174,173.252.67.113,instagram.com,4,7
173.252.67.113,157.240.228.174,instagram.com,4,22
223.230.16.1,223.230.16.1,guinnessworldrecords.com,4,2
223.230.16.1,182.71.238.101,guinnessworldrecords.com,4,3
182.71.238.101,116.119.73.90,guinnessworldrecords.com,4,4
116.119.73.90,15.230.203.13,guinnessworldrecords.com,4,12
15.230.203.13,108.159.61.40,guinnessworldrecords.com,4,13
192.168.1.1,223.230.16.1,m.delugerpg.com ,4,2
223.230.16.1,59.144.94.165,m.delugerpg.com ,4,3
59.144.94.165,116.119.104.146,m.delugerpg.com ,4,4
116.119.104.146,182.79.161.173,m.delugerpg.com ,4,5
182.79.161.173,172.70.216.3,m.delugerpg.com ,4,6
172.70.216.3,172.67.69.31,m.delugerpg.com ,4,8
192.168.1.1,223.230.16.1, friv.com ,4,2
223.230.16.1,202.56.234.85, friv.com ,4,3
202.56.234.85,182.79.198.129, friv.com ,4,4
182.79.198.129,62.115.42.118, friv.com ,4,5
62.115.42.118,62.115.124.56, friv.com ,4,6
62.115.124.56,207.244.69.244, friv.com ,4,23
192.168.1.1,223.230.16.1,m.kongregate.com,4,2
223.230.16.1,182.71.238.93,m.kongregate.com,4,3
182.71.238.93,149.14.224.161,m.kongregate.com,4,5
149.14.224.161,130.117.2.65,m.kongregate.com,4,6
130.117.2.65,154.54.56.130,m.kongregate.com,4,7
154.54.56.130,154.54.38.66,m.kongregate.com,4,8
154.54.38.66,149.6.165.74,m.kongregate.com,4,9
149.6.165.74,199.232.169.36,m.kongregate.com,4,10
223.230.16.1,223.230.16.1,miniclip.com ,4,2
223.230.16.1,202.56.234.85,miniclip.com ,4,3
202.56.234.85,116.119.57.201,miniclip.com ,4,4
116.119.57.201,99.82.179.122,miniclip.com ,4,5
99.82.179.122,52.93.19.241,miniclip.com ,4,6
52.93.19.241,52.93.19.35,miniclip.com ,4,7
52.93.19.35,15.230.133.19,miniclip.com ,4,14
15.230.133.19,18.67.161.53,miniclip.com ,4,15
192.168.1.1,223.230.16.1,notdoppler.com ,4,2
223.230.16.1,202.56.234.85,notdoppler.com ,4,3
202.56.234.85,182.79.142.166,notdoppler.com ,4,4
182.79.142.166,182.79.223.41,notdoppler.com ,4,5
182.79.223.41,172.67.22.126,notdoppler.com ,4,6
